Date and Time (UTC),Receiver,Description,Data,Units
05/05/2020 15:00,VR2Tx-482000,Average noise,200,mV
05/05/2020 15:00,VR2Tx-482000,Minimum temperature,10.2,°C
05/05/2020 15:00,VR2Tx-482000,Maximum temperature,10.3,°C
05/05/2020 15:00,VR2Tx-482000,Average temperature,10.2,°C
05/05/2020 16:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 16:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 16:00,VR2Tx-482000,Minimum noise,130,mV
05/05/2020 16:00,VR2Tx-482000,Maximum noise,190,mV
05/05/2020 16:00,VR2Tx-482000,Average noise,160,mV
05/05/2020 16:00,VR2Tx-482000,Minimum temperature,10.3,°C
05/05/2020 16:00,VR2Tx-482000,Maximum temperature,10.4,°C
05/05/2020 16:00,VR2Tx-482000,Average temperature,10.3,°C
05/05/2020 17:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 17:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 17:00,VR2Tx-482000,Minimum noise,150,mV
05/05/2020 17:00,VR2Tx-482000,Maximum noise,200,mV
05/05/2020 17:00,VR2Tx-482000,Average noise,170,mV
05/05/2020 17:00,VR2Tx-482000,Minimum temperature,10.4,°C
05/05/2020 17:00,VR2Tx-482000,Maximum temperature,10.5,°C
05/05/2020 17:00,VR2Tx-482000,Average temperature,10.5,°C
05/05/2020 18:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 18:00,VR2Tx-482000,Rotation angle,12,°
05/05/2020 18:00,VR2Tx-482000,Minimum noise,130,mV
05/05/2020 18:00,VR2Tx-482000,Maximum noise,570,mV
05/05/2020 18:00,VR2Tx-482000,Average noise,220,mV
05/05/2020 18:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/05/2020 18:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/05/2020 18:00,VR2Tx-482000,Average temperature,10.7,°C
05/05/2020 19:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 19:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 19:00,VR2Tx-482000,Minimum noise,140,mV
05/05/2020 19:00,VR2Tx-482000,Maximum noise,200,mV
05/05/2020 19:00,VR2Tx-482000,Average noise,160,mV
05/05/2020 19:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/05/2020 19:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/05/2020 19:00,VR2Tx-482000,Average temperature,10.9,°C
05/05/2020 20:00,VR2Tx-482000,Tilt angle,163,°
05/05/2020 20:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 20:00,VR2Tx-482000,Minimum noise,130,mV
05/05/2020 20:00,VR2Tx-482000,Maximum noise,310,mV
05/05/2020 20:00,VR2Tx-482000,Average noise,200,mV
05/05/2020 20:00,VR2Tx-482000,Minimum temperature,11.0,°C
05/05/2020 20:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/05/2020 20:00,VR2Tx-482000,Average temperature,11.0,°C
05/05/2020 21:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 21:00,VR2Tx-482000,Rotation angle,12,°
05/05/2020 21:00,VR2Tx-482000,Minimum noise,150,mV
05/05/2020 21:00,VR2Tx-482000,Maximum noise,220,mV
05/05/2020 21:00,VR2Tx-482000,Average noise,190,mV
05/05/2020 21:00,VR2Tx-482000,Minimum temperature,11.0,°C
05/05/2020 21:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/05/2020 21:00,VR2Tx-482000,Average temperature,11.0,°C
05/05/2020 22:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 22:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 22:00,VR2Tx-482000,Minimum noise,170,mV
05/05/2020 22:00,VR2Tx-482000,Maximum noise,410,mV
05/05/2020 22:00,VR2Tx-482000,Average noise,280,mV
05/05/2020 22:00,VR2Tx-482000,Minimum temperature,11.0,°C
05/05/2020 22:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/05/2020 22:00,VR2Tx-482000,Average temperature,11.0,°C
05/05/2020 23:00,VR2Tx-482000,Tilt angle,164,°
05/05/2020 23:00,VR2Tx-482000,Rotation angle,11,°
05/05/2020 23:00,VR2Tx-482000,Minimum noise,160,mV
05/05/2020 23:00,VR2Tx-482000,Maximum noise,460,mV
05/05/2020 23:00,VR2Tx-482000,Average noise,280,mV
05/05/2020 23:00,VR2Tx-482000,Minimum temperature,10.9,°C
05/05/2020 23:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/05/2020 23:00,VR2Tx-482000,Average temperature,10.9,°C
05/06/2020 0:00,VR2Tx-482000,Memory Capacity,4.4,%
05/06/2020 0:00,VR2Tx-482000,Pings on 69 kHz,11789,
05/06/2020 0:00,VR2Tx-482000,Syncs on 69 kHz,3755,
05/06/2020 0:00,VR2Tx-482000,Rejects on 69 kHz,107,
05/06/2020 0:00,VR2Tx-482000,Detections on A69-1602,397,
05/06/2020 0:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 0:00,VR2Tx-482000,Rotation angle,12,°
05/06/2020 0:00,VR2Tx-482000,Minimum voltage,3.52,V
05/06/2020 0:00,VR2Tx-482000,Minimum noise,190,mV
05/06/2020 0:00,VR2Tx-482000,Maximum voltage,3.54,V
05/06/2020 0:00,VR2Tx-482000,Maximum noise,770,mV
05/06/2020 0:00,VR2Tx-482000,Average voltage,3.54,V
05/06/2020 0:00,VR2Tx-482000,Average noise,320,mV
05/06/2020 0:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/06/2020 0:00,VR2Tx-482000,Maximum temperature,10.9,°C
05/06/2020 0:00,VR2Tx-482000,Average temperature,10.8,°C
05/06/2020 1:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 1:00,VR2Tx-482000,Rotation angle,12,°
05/06/2020 1:00,VR2Tx-482000,Minimum noise,140,mV
05/06/2020 1:00,VR2Tx-482000,Maximum noise,320,mV
05/06/2020 1:00,VR2Tx-482000,Average noise,190,mV
05/06/2020 1:00,VR2Tx-482000,Minimum temperature,10.7,°C
05/06/2020 1:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/06/2020 1:00,VR2Tx-482000,Average temperature,10.7,°C
05/06/2020 2:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 2:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 2:00,VR2Tx-482000,Minimum noise,170,mV
05/06/2020 2:00,VR2Tx-482000,Maximum noise,400,mV
05/06/2020 2:00,VR2Tx-482000,Average noise,250,mV
05/06/2020 2:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/06/2020 2:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/06/2020 2:00,VR2Tx-482000,Average temperature,10.6,°C
05/06/2020 3:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 3:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 3:00,VR2Tx-482000,Minimum noise,160,mV
05/06/2020 3:00,VR2Tx-482000,Maximum noise,250,mV
05/06/2020 3:00,VR2Tx-482000,Average noise,190,mV
05/06/2020 3:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/06/2020 3:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/06/2020 3:00,VR2Tx-482000,Average temperature,10.7,°C
05/06/2020 4:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 4:00,VR2Tx-482000,Rotation angle,10,°
05/06/2020 4:00,VR2Tx-482000,Minimum noise,140,mV
05/06/2020 4:00,VR2Tx-482000,Maximum noise,260,mV
05/06/2020 4:00,VR2Tx-482000,Average noise,190,mV
05/06/2020 4:00,VR2Tx-482000,Minimum temperature,10.7,°C
05/06/2020 4:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/06/2020 4:00,VR2Tx-482000,Average temperature,10.7,°C
05/06/2020 5:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 5:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 5:00,VR2Tx-482000,Minimum noise,140,mV
05/06/2020 5:00,VR2Tx-482000,Maximum noise,290,mV
05/06/2020 5:00,VR2Tx-482000,Average noise,180,mV
05/06/2020 5:00,VR2Tx-482000,Minimum temperature,10.7,°C
05/06/2020 5:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/06/2020 5:00,VR2Tx-482000,Average temperature,10.8,°C
05/06/2020 6:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 6:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 6:00,VR2Tx-482000,Minimum noise,130,mV
05/06/2020 6:00,VR2Tx-482000,Maximum noise,170,mV
05/06/2020 6:00,VR2Tx-482000,Average noise,160,mV
05/06/2020 6:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/06/2020 6:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/06/2020 6:00,VR2Tx-482000,Average temperature,10.8,°C
05/06/2020 7:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 7:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 7:00,VR2Tx-482000,Minimum noise,140,mV
05/06/2020 7:00,VR2Tx-482000,Maximum noise,400,mV
05/06/2020 7:00,VR2Tx-482000,Average noise,200,mV
05/06/2020 7:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/06/2020 7:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/06/2020 7:00,VR2Tx-482000,Average temperature,10.8,°C
05/06/2020 8:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 8:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 8:00,VR2Tx-482000,Minimum noise,130,mV
05/06/2020 8:00,VR2Tx-482000,Maximum noise,180,mV
05/06/2020 8:00,VR2Tx-482000,Average noise,150,mV
05/06/2020 8:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/06/2020 8:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/06/2020 8:00,VR2Tx-482000,Average temperature,10.8,°C
05/06/2020 9:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 9:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 9:00,VR2Tx-482000,Minimum noise,140,mV
05/06/2020 9:00,VR2Tx-482000,Maximum noise,280,mV
05/06/2020 9:00,VR2Tx-482000,Average noise,170,mV
05/06/2020 9:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/06/2020 9:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/06/2020 9:00,VR2Tx-482000,Average temperature,10.8,°C
05/06/2020 10:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 10:00,VR2Tx-482000,Rotation angle,12,°
05/06/2020 10:00,VR2Tx-482000,Minimum noise,130,mV
05/06/2020 10:00,VR2Tx-482000,Maximum noise,250,mV
05/06/2020 10:00,VR2Tx-482000,Average noise,180,mV
05/06/2020 10:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/06/2020 10:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/06/2020 10:00,VR2Tx-482000,Average temperature,10.8,°C
05/06/2020 11:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 11:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 11:00,VR2Tx-482000,Minimum noise,130,mV
05/06/2020 11:00,VR2Tx-482000,Maximum noise,210,mV
05/06/2020 11:00,VR2Tx-482000,Average noise,160,mV
05/06/2020 11:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/06/2020 11:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/06/2020 11:00,VR2Tx-482000,Average temperature,10.8,°C
05/06/2020 12:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 12:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 12:00,VR2Tx-482000,Minimum noise,140,mV
05/06/2020 12:00,VR2Tx-482000,Maximum noise,340,mV
05/06/2020 12:00,VR2Tx-482000,Average noise,200,mV
05/06/2020 12:00,VR2Tx-482000,Minimum temperature,10.7,°C
05/06/2020 12:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/06/2020 12:00,VR2Tx-482000,Average temperature,10.7,°C
05/06/2020 13:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 13:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 13:00,VR2Tx-482000,Minimum noise,130,mV
05/06/2020 13:00,VR2Tx-482000,Maximum noise,360,mV
05/06/2020 13:00,VR2Tx-482000,Average noise,190,mV
05/06/2020 13:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/06/2020 13:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/06/2020 13:00,VR2Tx-482000,Average temperature,10.7,°C
05/06/2020 14:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 14:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 14:00,VR2Tx-482000,Minimum noise,150,mV
05/06/2020 14:00,VR2Tx-482000,Maximum noise,190,mV
05/06/2020 14:00,VR2Tx-482000,Average noise,170,mV
05/06/2020 14:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/06/2020 14:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/06/2020 14:00,VR2Tx-482000,Average temperature,10.6,°C
05/06/2020 15:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 15:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 15:00,VR2Tx-482000,Minimum noise,150,mV
05/06/2020 15:00,VR2Tx-482000,Maximum noise,210,mV
05/06/2020 15:00,VR2Tx-482000,Average noise,190,mV
05/06/2020 15:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/06/2020 15:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/06/2020 15:00,VR2Tx-482000,Average temperature,10.6,°C
05/06/2020 16:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 16:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 16:00,VR2Tx-482000,Minimum noise,130,mV
05/06/2020 16:00,VR2Tx-482000,Maximum noise,490,mV
05/06/2020 16:00,VR2Tx-482000,Average noise,220,mV
05/06/2020 16:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/06/2020 16:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/06/2020 16:00,VR2Tx-482000,Average temperature,10.6,°C
05/06/2020 17:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 17:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 17:00,VR2Tx-482000,Minimum noise,140,mV
05/06/2020 17:00,VR2Tx-482000,Maximum noise,190,mV
05/06/2020 17:00,VR2Tx-482000,Average noise,160,mV
05/06/2020 17:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/06/2020 17:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/06/2020 17:00,VR2Tx-482000,Average temperature,10.7,°C
05/06/2020 18:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 18:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 18:00,VR2Tx-482000,Minimum noise,150,mV
05/06/2020 18:00,VR2Tx-482000,Maximum noise,580,mV
05/06/2020 18:00,VR2Tx-482000,Average noise,230,mV
05/06/2020 18:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/06/2020 18:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/06/2020 18:00,VR2Tx-482000,Average temperature,10.8,°C
05/06/2020 19:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 19:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 19:00,VR2Tx-482000,Minimum noise,140,mV
05/06/2020 19:00,VR2Tx-482000,Maximum noise,320,mV
05/06/2020 19:00,VR2Tx-482000,Average noise,180,mV
05/06/2020 19:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/06/2020 19:00,VR2Tx-482000,Maximum temperature,10.9,°C
05/06/2020 19:00,VR2Tx-482000,Average temperature,10.9,°C
05/06/2020 20:00,VR2Tx-482000,Tilt angle,163,°
05/06/2020 20:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 20:00,VR2Tx-482000,Minimum noise,140,mV
05/06/2020 20:00,VR2Tx-482000,Maximum noise,260,mV
05/06/2020 20:00,VR2Tx-482000,Average noise,170,mV
05/06/2020 20:00,VR2Tx-482000,Minimum temperature,10.9,°C
05/06/2020 20:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/06/2020 20:00,VR2Tx-482000,Average temperature,10.9,°C
05/06/2020 21:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 21:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 21:00,VR2Tx-482000,Minimum noise,150,mV
05/06/2020 21:00,VR2Tx-482000,Maximum noise,180,mV
05/06/2020 21:00,VR2Tx-482000,Average noise,170,mV
05/06/2020 21:00,VR2Tx-482000,Minimum temperature,11.0,°C
05/06/2020 21:00,VR2Tx-482000,Maximum temperature,11.2,°C
05/06/2020 21:00,VR2Tx-482000,Average temperature,11.1,°C
05/06/2020 22:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 22:00,VR2Tx-482000,Rotation angle,11,°
05/06/2020 22:00,VR2Tx-482000,Minimum noise,150,mV
05/06/2020 22:00,VR2Tx-482000,Maximum noise,320,mV
05/06/2020 22:00,VR2Tx-482000,Average noise,190,mV
05/06/2020 22:00,VR2Tx-482000,Minimum temperature,11.3,°C
05/06/2020 22:00,VR2Tx-482000,Maximum temperature,11.4,°C
05/06/2020 22:00,VR2Tx-482000,Average temperature,11.3,°C
05/06/2020 23:00,VR2Tx-482000,Tilt angle,164,°
05/06/2020 23:00,VR2Tx-482000,Rotation angle,12,°
05/06/2020 23:00,VR2Tx-482000,Minimum noise,200,mV
05/06/2020 23:00,VR2Tx-482000,Maximum noise,400,mV
05/06/2020 23:00,VR2Tx-482000,Average noise,320,mV
05/06/2020 23:00,VR2Tx-482000,Minimum temperature,11.3,°C
05/06/2020 23:00,VR2Tx-482000,Maximum temperature,11.4,°C
05/06/2020 23:00,VR2Tx-482000,Average temperature,11.4,°C
05/07/2020 0:00,VR2Tx-482000,Memory Capacity,4.4,%
05/07/2020 0:00,VR2Tx-482000,Pings on 69 kHz,13747,
05/07/2020 0:00,VR2Tx-482000,Syncs on 69 kHz,2992,
05/07/2020 0:00,VR2Tx-482000,Rejects on 69 kHz,128,
05/07/2020 0:00,VR2Tx-482000,Detections on A69-9001/9002,62,
05/07/2020 0:00,VR2Tx-482000,Detections on A69-1602,636,
05/07/2020 0:00,VR2Tx-482000,Detections on A69-1604,1,
05/07/2020 0:00,VR2Tx-482000,Tilt angle,164,°
05/07/2020 0:00,VR2Tx-482000,Rotation angle,12,°
05/07/2020 0:00,VR2Tx-482000,Minimum voltage,3.52,V
05/07/2020 0:00,VR2Tx-482000,Minimum noise,150,mV
05/07/2020 0:00,VR2Tx-482000,Maximum voltage,3.54,V
05/07/2020 0:00,VR2Tx-482000,Maximum noise,180,mV
05/07/2020 0:00,VR2Tx-482000,Average voltage,3.54,V
05/07/2020 0:00,VR2Tx-482000,Average noise,160,mV
05/07/2020 0:00,VR2Tx-482000,Minimum temperature,11.2,°C
05/07/2020 0:00,VR2Tx-482000,Maximum temperature,11.3,°C
05/07/2020 0:00,VR2Tx-482000,Average temperature,11.3,°C
05/07/2020 1:00,VR2Tx-482000,Tilt angle,163,°
05/07/2020 1:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 1:00,VR2Tx-482000,Minimum noise,140,mV
05/07/2020 1:00,VR2Tx-482000,Maximum noise,320,mV
05/07/2020 1:00,VR2Tx-482000,Average noise,200,mV
05/07/2020 1:00,VR2Tx-482000,Minimum temperature,11.2,°C
05/07/2020 1:00,VR2Tx-482000,Maximum temperature,11.2,°C
05/07/2020 1:00,VR2Tx-482000,Average temperature,11.2,°C
05/07/2020 2:00,VR2Tx-482000,Tilt angle,164,°
05/07/2020 2:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 2:00,VR2Tx-482000,Minimum noise,130,mV
05/07/2020 2:00,VR2Tx-482000,Maximum noise,200,mV
05/07/2020 2:00,VR2Tx-482000,Average noise,160,mV
05/07/2020 2:00,VR2Tx-482000,Minimum temperature,11.0,°C
05/07/2020 2:00,VR2Tx-482000,Maximum temperature,11.1,°C
05/07/2020 2:00,VR2Tx-482000,Average temperature,11.1,°C
05/07/2020 3:00,VR2Tx-482000,Tilt angle,164,°
05/07/2020 3:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 3:00,VR2Tx-482000,Minimum noise,120,mV
05/07/2020 3:00,VR2Tx-482000,Maximum noise,810,mV
05/07/2020 3:00,VR2Tx-482000,Average noise,310,mV
05/07/2020 3:00,VR2Tx-482000,Minimum temperature,10.8,°C
05/07/2020 3:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/07/2020 3:00,VR2Tx-482000,Average temperature,10.9,°C
05/07/2020 4:00,VR2Tx-482000,Tilt angle,163,°
05/07/2020 4:00,VR2Tx-482000,Rotation angle,12,°
05/07/2020 4:00,VR2Tx-482000,Minimum noise,130,mV
05/07/2020 4:00,VR2Tx-482000,Maximum noise,190,mV
05/07/2020 4:00,VR2Tx-482000,Average noise,160,mV
05/07/2020 4:00,VR2Tx-482000,Minimum temperature,10.7,°C
05/07/2020 4:00,VR2Tx-482000,Maximum temperature,10.8,°C
05/07/2020 4:00,VR2Tx-482000,Average temperature,10.7,°C
05/07/2020 5:00,VR2Tx-482000,Tilt angle,164,°
05/07/2020 5:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 5:00,VR2Tx-482000,Minimum noise,130,mV
05/07/2020 5:00,VR2Tx-482000,Maximum noise,170,mV
05/07/2020 5:00,VR2Tx-482000,Average noise,150,mV
05/07/2020 5:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/07/2020 5:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/07/2020 5:00,VR2Tx-482000,Average temperature,10.6,°C
05/07/2020 6:00,VR2Tx-482000,Tilt angle,164,°
05/07/2020 6:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 6:00,VR2Tx-482000,Minimum noise,130,mV
05/07/2020 6:00,VR2Tx-482000,Maximum noise,530,mV
05/07/2020 6:00,VR2Tx-482000,Average noise,240,mV
05/07/2020 6:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/07/2020 6:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/07/2020 6:00,VR2Tx-482000,Average temperature,10.6,°C
05/07/2020 7:00,VR2Tx-482000,Tilt angle,163,°
05/07/2020 7:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 7:00,VR2Tx-482000,Minimum noise,120,mV
05/07/2020 7:00,VR2Tx-482000,Maximum noise,230,mV
05/07/2020 7:00,VR2Tx-482000,Average noise,160,mV
05/07/2020 7:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/07/2020 7:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/07/2020 7:00,VR2Tx-482000,Average temperature,10.6,°C
05/07/2020 8:00,VR2Tx-482000,Tilt angle,164,°
05/07/2020 8:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 8:00,VR2Tx-482000,Minimum noise,160,mV
05/07/2020 8:00,VR2Tx-482000,Maximum noise,250,mV
05/07/2020 8:00,VR2Tx-482000,Average noise,180,mV
05/07/2020 8:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/07/2020 8:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/07/2020 8:00,VR2Tx-482000,Average temperature,10.6,°C
05/07/2020 9:00,VR2Tx-482000,Tilt angle,163,°
05/07/2020 9:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 9:00,VR2Tx-482000,Minimum noise,140,mV
05/07/2020 9:00,VR2Tx-482000,Maximum noise,370,mV
05/07/2020 9:00,VR2Tx-482000,Average noise,200,mV
05/07/2020 9:00,VR2Tx-482000,Minimum temperature,10.6,°C
05/07/2020 9:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/07/2020 9:00,VR2Tx-482000,Average temperature,10.6,°C
05/07/2020 10:00,VR2Tx-482000,Tilt angle,163,°
05/07/2020 10:00,VR2Tx-482000,Rotation angle,10,°
05/07/2020 10:00,VR2Tx-482000,Minimum noise,140,mV
05/07/2020 10:00,VR2Tx-482000,Maximum noise,320,mV
05/07/2020 10:00,VR2Tx-482000,Average noise,180,mV
05/07/2020 10:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/07/2020 10:00,VR2Tx-482000,Maximum temperature,10.6,°C
05/07/2020 10:00,VR2Tx-482000,Average temperature,10.6,°C
05/07/2020 11:00,VR2Tx-482000,Tilt angle,163,°
05/07/2020 11:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 11:00,VR2Tx-482000,Minimum noise,150,mV
05/07/2020 11:00,VR2Tx-482000,Maximum noise,200,mV
05/07/2020 11:00,VR2Tx-482000,Average noise,170,mV
05/07/2020 11:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/07/2020 11:00,VR2Tx-482000,Maximum temperature,10.5,°C
05/07/2020 11:00,VR2Tx-482000,Average temperature,10.5,°C
05/07/2020 12:00,VR2Tx-482000,Tilt angle,163,°
05/07/2020 12:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 12:00,VR2Tx-482000,Minimum noise,140,mV
05/07/2020 12:00,VR2Tx-482000,Maximum noise,170,mV
05/07/2020 12:00,VR2Tx-482000,Average noise,150,mV
05/07/2020 12:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/07/2020 12:00,VR2Tx-482000,Maximum temperature,10.5,°C
05/07/2020 12:00,VR2Tx-482000,Average temperature,10.5,°C
05/07/2020 13:00,VR2Tx-482000,Tilt angle,163,°
05/07/2020 13:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 13:00,VR2Tx-482000,Minimum noise,130,mV
05/07/2020 13:00,VR2Tx-482000,Maximum noise,220,mV
05/07/2020 13:00,VR2Tx-482000,Average noise,160,mV
05/07/2020 13:00,VR2Tx-482000,Minimum temperature,10.5,°C
05/07/2020 13:00,VR2Tx-482000,Maximum temperature,10.7,°C
05/07/2020 13:00,VR2Tx-482000,Average temperature,10.6,°C
05/07/2020 14:00,VR2Tx-482000,Tilt angle,163,°
05/07/2020 14:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 14:00,VR2Tx-482000,Minimum noise,140,mV
05/07/2020 14:00,VR2Tx-482000,Maximum noise,290,mV
05/07/2020 14:00,VR2Tx-482000,Average noise,170,mV
05/07/2020 14:00,VR2Tx-482000,Minimum temperature,10.7,°C
05/07/2020 14:00,VR2Tx-482000,Maximum temperature,11.0,°C
05/07/2020 14:00,VR2Tx-482000,Average temperature,10.8,°C
05/07/2020 15:00,VR2Tx-482000,Tilt angle,164,°
05/07/2020 15:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 15:00,VR2Tx-482000,Minimum noise,130,mV
05/07/2020 15:00,VR2Tx-482000,Maximum noise,160,mV
05/07/2020 15:00,VR2Tx-482000,Average noise,150,mV
05/07/2020 15:00,VR2Tx-482000,Minimum temperature,11.0,°C
05/07/2020 15:00,VR2Tx-482000,Maximum temperature,11.1,°C
05/07/2020 15:00,VR2Tx-482000,Average temperature,11.1,°C
05/07/2020 16:00,VR2Tx-482000,Tilt angle,164,°
05/07/2020 16:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 16:00,VR2Tx-482000,Minimum noise,140,mV
05/07/2020 16:00,VR2Tx-482000,Maximum noise,190,mV
05/07/2020 16:00,VR2Tx-482000,Average noise,160,mV
05/07/2020 16:00,VR2Tx-482000,Minimum temperature,11.2,°C
05/07/2020 16:00,VR2Tx-482000,Maximum temperature,11.4,°C
05/07/2020 16:00,VR2Tx-482000,Average temperature,11.3,°C
05/07/2020 17:00,VR2Tx-482000,Tilt angle,164,°
05/07/2020 17:00,VR2Tx-482000,Rotation angle,11,°
05/07/2020 17:00,VR2Tx-482000,Minimum noise,140,mV
