GLATOS_ARRAY,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,MOORING_DROP_DEAD_DATE,INTEND_LAT,INTEND_LONG,OTN_MISSION_ID,DEPLOY_DATE_TIME,GLATOS_DEPLOY_DATE_TIME,GLATOS_TIMEZONE,DEPLOY_LAT,DEPLOY_LONG,BOTTOM_DEPTH,RISER_LENGTH,INSTRUMENT_DEPTH,CHECWLK_COMPLETE_TIME,STATUS_IN,INS_MODEL_NO,GLATOS_INS_FREQUENCY,INS_SERIAL_NO,RCV_MODEM_ADDRESS,SYNC_DATE_TIME,MEMORY_ERASED_AT_DEPLOY,RCV_BATTERY_INSTALL_DATE,RCV_EXPECTED_BATTERY_LIFE,RCV_VOLTAGE_AT_DEPLOY,RCV_TILT_AFTER_DEPLOY,DEPLOYED_BY,COMMENTS,GLATOS_SEASONAL,GLATOS_PROJECT,GLATOS_VPS
CPV,W25-CPV2,2,1,,,,,,2018-09-27 13:00,Eastern,44.13025,-76.35730,,,,,,VR2W,69,128974,,,,,15 months,,,"Fairbanks,A",W25-CPV2,No,ELOMA,No
LND,W26-LND1,1,1,,,,,,2018-09-27 14:00,Eastern,44.21253,-76.21327,,,,,,VR2W,69,129985,,,,,15 months,,,"Fairbanks,A",W26-LND1,No,ELOMA,No
LND,W27-LND2,2,1,,,,,,2018-09-27 15:00,Eastern,44.20428,-76.20950,,,,,,VR2W,69,128983,,,,,15 months,,,"Fairbanks,A",W27-LND2,No,ELOMA,No
CNW,,1,8,,,,,,2018-10-29 11:00,Eastern,44.06155,-76.94815,,,,,,VR2W,69,126969,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
CNW,,2,8,,,,,,2018-10-29 11:30,Eastern,44.06402,-76.94948,,,,,,VR2W,69,126970,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
CNW,,3,8,,,,,,2018-10-29 11:45,Eastern,44.06665,-76.95110,,,,,,VR2W,69,126997,,,,,14 months,,,"Bridgeman, S",,No,ELOMA,No
CNW,,4,8,,,,,,2018-10-29 12:05,Eastern,44.07018,-76.95340,,,,,,VR2Tx,69,481253,,,,,14 months,,,"Bridgeman, S",,No,ELOMA,No
GNR,,1,8,,,,,,2018-10-29 12:50,Eastern,44.04562,-77.06193,,,,,,VR2Tx,69,482000,,,,,14 months,,,"Bridgeman, S",,No,ELOMA,No
GNR,,2,8,,,,,,2018-10-29 13:25,Eastern,44.04877,-77.06053,,,,,,VR2Tx,69,482002,,,,,14 months,,,"Bridgeman, S",,No,ELOMA,No
MPT,,1,9,,,,,,2018-10-31 10:40,Eastern,44.15147,-77.31048,,,,,,VR2Tx,69,482001,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
TNN,,1,7,,,,,,2018-10-31 11:15,Eastern,44.10920,-77.49803,,,,,,VR2Tx,69,482004,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
TNN,,2,8,,,,,,2018-10-31 11:30,Eastern,44.11262,-77.50018,,,,,,VR2W,69,126999,,,,,10 months,,,"Bridgeman, S",,No,ELOMA,No
NPR,,1,3,,,,,,2018-11-02 09:00,Eastern,44.21738,-76.97323,,,,,,VR2W,69,126993,,,,,10 months,,,"Bridgeman, S",,No,ELOMA,No
NPR,,2,3,,,,,,2018-11-02 09:00,Eastern,44.19902,-77.00732,,,,,,VR2W,69,126973,,,,,10 months,,,"Bridgeman, S",,No,ELOMA,No
TGN,,1,8,,,,,,2018-11-02 11:00,Eastern,44.16413,-77.12430,,,,,,VR2Tx,69,481248,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
DBG,,1,8,,,,,,2018-11-02 11:25,Eastern,44.17297,-77.08905,,,,,,VR2Tx,69,481185,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
TNT,,1,4,,,,,,2018-11-07 11:45,Eastern,44.09992,-77.57183,,,,,,VR2W,69,126959,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
LRH,,1,8,,,,,,2018-11-08 11:50,Eastern,44.14018,-77.06402,,,,,,VR2Tx,69,481189,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
HBY,,2,5,,,,,,2018-11-08 12:25,Eastern,44.09965,-77.06342,,,,,,VR2W,69,126998,,,,,10 months,,,"Bridgeman, S",,No,ELOMA,No
HBY,,1,5,,,,,,2018-11-08 12:35,Eastern,44.09485,-77.06233,,,,,,VR2Tx,69,481186,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
LIN,,1,3,,,,,,2018-11-13 01:00,Eastern,44.20247,-76.55375,,,,,,VR2Tx,69,481188,,,,,10 months,,,"Elliott, C",,No,ELOMA,No
LIN,,2,3,,,,,,2018-11-13 01:00,Eastern,44.19458,-76.54165,,,,,,VR2W,69,126985,,,,,11 months,,,"Elliott, C",,No,ELOMA,No
LIN,,3,3,,,,,,2018-11-13 01:00,Eastern,44.18637,-76.53053,,,,,,VR2Tx,69,481187,,,,,10 months,,,"Elliott, C",,No,ELOMA,No
HOW,,1,3,,,,,,2018-11-13 01:00,Eastern,44.24163,-76.33552,,,,,,VR2W,69,126956,,,,,15months,,,"Elliott, C",,No,ELOMA,No
HOW,,2,3,,,,,,2018-11-13 01:00,Eastern,44.26413,-76.35027,,,,,,VR2W,69,126967,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
WOL,,1,3,,,,,,2018-11-13 01:00,Eastern,44.17435,-76.49433,,,,,,VR2W,69,126960,,,,,10 months,,,"Elliott, C",,No,ELOMA,No
EAB,W7-EB2,2,4,,,,,,2018-11-13 10:15,Eastern,44.04937,-76.80135,,,,,,VR2W,69,126958,,,,,15 months,,,"Bridgeman, S",W7-EB2,No,ELOMA,No
EAB,W10-EB5,5,4,,,,,,2018-11-13 11:29,Eastern,44.04847,-76.70177,,,,,,VR2W,69,129986,,,,,15 months,,,"Bridgeman, S",W10-EB5,No,ELOMA,No
FPT,W1-FPT,1,4,,,,,,2018-11-13 12:00,Eastern,43.94760,-77.00170,,,,,,VR2Tx,69,481252,,,,,10 months,,,"Bridgeman, S",W1-FPT,No,ELOMA,No
EAB,W9-EB4,4,4,,,,,,2018-11-13 12:15,Eastern,44.00003,-76.70060,,,,,,VR2W,69,126994,,,,,15 months,,,"Bridgeman, S",W9-EB4,No,ELOMA,No
EAB,W8-EB3,3,4,,,,,,2018-11-13 13:20,Eastern,43.95007,-76.69948,,,,,,VR2W,69,126992,,,,,15 months,,,"Bridgeman, S",W8-EB3,No,ELOMA,No
FDI,W5-FDI,1,4,,,,,,2018-11-13 13:50,Eastern,43.95300,-76.79687,,,,,,VR2W,69,126972,,,,,15 months,,,"Bridgeman, S",W5-FDI,No,ELOMA,No
EAB,W6-EB1,1,4,,,,,,2018-11-13 14:15,Eastern,43.99907,-76.80248,,,,,,VR2W,69,126965,,,,,15 months,,,"Bridgeman, S",W6-EB1,No,ELOMA,No
MAM,,4,8,,,,,,2018-11-14 10:05,Eastern,44.15867,-76.80427,,,,,,VR2W,69,126984,,,,,11 months,,,"Bridgeman, S",,No,ELOMA,No
MAM,,3,8,,,,,,2018-11-14 10:45,Eastern,44.15492,-76.80288,,,,,,VR2Tx,69,481255,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
MAM,,2,8,,,,,,2018-11-14 11:10,Eastern,44.14955,-76.80163,,,,,,VR2Tx,69,481257,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
MAM,,1,8,,,,,,2018-11-14 11:25,Eastern,44.14568,-76.79850,,,,,,VR2W,69,126980,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
IAM,,5,8,,,,,,2018-11-14 11:55,Eastern,44.12717,-76.81675,,,,,,VR2W,69,126966,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
IAM,,4,8,,,,,,2018-11-14 12:05,Eastern,44.12477,-76.82137,,,,,,VR2W,69,126974,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
IAM,,3,8,,,,,,2018-11-14 12:40,Eastern,44.12178,-76.82943,,,,,,VR2W,69,126991,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
IAM,,2,8,,,,,,2018-11-14 12:55,Eastern,44.11965,-76.83592,,,,,,VR2W,69,126990,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
IAM,,1,8,,,,,,2018-11-14 13:10,Eastern,44.11663,-76.84448,,,,,,VR2W,69,126971,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
EAB,W11-EB6,6,4,,,,,,2018-11-19 10:28,Eastern,44.09818,-76.70340,,,,,,VR2W,69,126962,,,,,11 months,,,"Bridgeman, S",W11-EB6,No,ELOMA,No
EAB,W12-EB7,7,4,,,,,,2018-11-19 11:20,Eastern,43.99925,-76.59890,,,,,,VR2W,69,126977,,,,,11 months,,,"Bridgeman, S",W12-EB7,No,ELOMA,No
EAB,W16-EB11,11,4,,,,,,2018-11-19 12:00,Eastern,44.04687,-76.50090,,,,,,VR2W,69,126996,,,,,15 months,,,"Bridgeman, S",W16-EB11,No,ELOMA,No
EAB,W13-EB8,8,4,,,,,,2018-11-19 12:25,Eastern,44.04782,-76.60072,,,,,,VR2W,69,126964,,,,,15 months,,,"Bridgeman, S",W13-EB8,No,ELOMA,No
EAB,W14-EB9,9,4,,,,,,2018-11-19 13:15,Eastern,44.09778,-76.60032,,,,,,VR2Tx,69,481254,,,,,9 months,,,"Bridgeman, S",W14-EB9,No,ELOMA,No
ASG,W18-ASG1,1,3,,,,,,2018-11-20 01:00,Eastern,44.17992,-76.56762,,,,,,VR2Tx,69,481249,,,,,10 months,,,"Bridgeman, S",W18-ASG1,Yes,ELOMA,No
EAB,W15-EB10,10,4,,,,,,2018-11-20 13:40,Eastern,44.14880,-76.60160,,,,,,VR2Tx,69,481256,,,,,9 months,,,"Bridgeman, S",W15-EB10,No,ELOMA,No
ASG,W19-ASG2,2,4,,,,,,2018-11-20 14:15,Eastern,44.17937,-76.59478,,,,,,VR2W,69,126986,,,,,11 months,,,"Bridgeman, S",W19-ASG2,No,ELOMA,No
ASG,W20-ASG3,3,4,,,,,,2018-11-20 14:30,Eastern,44.17690,-76.54678,,,,,,VR2W,69,126995,,,,,11 months,,,"Bridgeman, S",W20-ASG3,No,ELOMA,No
LPL,W21-LPL1,1,2,,,,,,2018-11-27 01:00,Eastern,43.91940,-76.88638,,,,,,VR2Tx,69,482005,,,,,9 months,,,"Bridgeman, S",W21-LPL1,No,ELOMA,No
LPL,W22-LPL2,2,2,,,,,,2018-11-27 01:00,Eastern,43.91440,-76.87612,,,,,,VR2Tx,69,482003,,,,,9 months,,,"Bridgeman, S",W22-LPL2,No,ELOMA,No
LPL,W23-LPL3,3,2,,,,,,2018-11-27 01:00,Eastern,43.91125,-76.86478,,,,,,VR2W,69,126978,,,,,15 months,,,"Bridgeman, S",W23-LPL3,No,ELOMA,No
GRI,W4-GRI2,2,4,,,,,,2018-11-27 11:05,Eastern,44.01248,-76.92643,,,,,,VR2W,69,126975,,,,,10 months,,,"Bridgeman, S",W4-GRI2,No,ELOMA,No
GRI,W3-GRI1,1,4,,,,,,2018-11-27 11:35,Eastern,43.99883,-76.90068,,,,,,VR2Tx,69,481251,,,,,9 months,,,"Bridgeman, S",W3-GRI1,No,ELOMA,No
PBY,,1,1,,,,,,2018-11-27 13:00,Eastern,44.00692,-77.68596,,,,,,VR2W,69,126987,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MOR,,1,1,,,,,,2018-11-27 15:00,Eastern,44.15860,-77.38483,,,,,,VR2W,69,126961,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W17-EB12,12,4,,,,,,2018-11-30 00:00,Eastern,44.09737,-76.49053,,,,,,VR2Tx,69,481250,,,,,9 months,,,"Bridgeman, S",W17-EB12,Yes,ELOMA,No
LPT,W2-LPT,1,3,,,,,,2018-11-30 01:00,Eastern,43.95063,-76.89930,,,,,,VR2W,69,126989,,,,,10 months,,,"Bridgeman, S",W2-LPT,No,ELOMA,No
TRR,,1,1,,,,,,2019-04-01 11:00,Eastern,44.10812,-77.58181,,,,,,VR2Tx,69,481190,,,,,10 months,,,"Elliott, C",,No,ELOMA,No
CNW,,1,9,,,,,,2019-05-21 11:00,Eastern,44.06155,-76.94815,,,,,,VR2W,69,131934,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
CNW,,2,9,,,,,,2019-05-21 11:00,Eastern,44.06402,-76.94948,,,,,,VR2W,69,126963,,,,,9 months,,,"Bridgeman, S",,No,ELOMA,No
CNW,,3,9,,,,,,2019-05-21 11:00,Eastern,44.06665,-76.95110,,,,,,VR2W,69,126968,,,,,10 months,,,"Bridgeman, S",,No,ELOMA,No
CNW,,4,9,,,,,,2019-05-21 11:00,Eastern,44.07018,-76.95340,,,,,,VR2W,69,126976,,,,,10 months,,,"Bridgeman, S",,No,ELOMA,No
GNR,,1,9,,,,,,2019-05-21 11:00,Eastern,44.04562,-77.06193,,,,,,VR2W,69,126979,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
GNR,,2,9,,,,,,2019-05-21 11:00,Eastern,44.04877,-77.06053,,,,,,VR2W,69,126988,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
HBY,,1,6,,,,,,2019-05-21 11:00,Eastern,44.09485,-77.06233,,,,,,VR2W,69,131935,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
HBY,,2,6,,,,,,2019-05-21 11:00,Eastern,44.09965,-77.06342,,,,,,VR2W,69,126981,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
IAM,,1,9,,,,,,2019-05-22 11:00,Eastern,44.11663,-76.84448,,,,,,VR2W,69,126983,,,,,15 months,,,"Beech, S",,No,ELOMA,No
IAM,,2,9,,,,,,2019-05-22 11:00,Eastern,44.11965,-76.83592,,,,,,VR2Tx,69,482002,,,,,7 months,,,"Beech, S",,No,ELOMA,No
IAM,,3,9,,,,,,2019-05-22 11:00,Eastern,44.12178,-76.82943,,,,,,VR2W,69,126969,,,,,8 months,,,"Beech, S",,No,ELOMA,No
IAM,,4,9,,,,,,2019-05-22 11:00,Eastern,44.12477,-76.82137,,,,,,VR2Tx,69,481186,,,,,15 months,,,"Beech, S",,No,ELOMA,No
IAM,,5,9,,,,,,2019-05-22 11:00,Eastern,44.12717,-76.81675,,,,,,VR2Tx,69,482000,,,,,7 months,,,"Beech, S",,No,ELOMA,No
MAM,,1,9,,,,,,2019-05-22 11:00,Eastern,44.14568,-76.79850,,,,,,VR2W,69,126997,,,,,8 months,,,"Beech, S",,No,ELOMA,No
MAM,,2,9,,,,,,2019-05-22 11:00,Eastern,44.14955,-76.80163,,,,,,VR2W,69,126998,,,,,15 months,,,"Beech, S",,No,ELOMA,No
MAM,,3,9,,,,,,2019-05-22 11:00,Eastern,44.15492,-76.80288,,,,,,VR2W,69,126970,,,,,8 months,,,"Beech, S",,No,ELOMA,No
MAM,,4,9,,,,,,2019-05-22 11:00,Eastern,44.15867,-76.80427,,,,,,VR2Tx,69,481253,,,,,7 months,,,"Beech, S",,No,ELOMA,No
MOR,,1,2,,,,,,2019-05-23 11:00,Eastern,44.15860,-77.38483,,,,,,VR2W,69,126984,,,,,15 months,,,"Beech, S",,No,ELOMA,No
MPT,,1,10,,,,,,2019-05-23 11:00,Eastern,44.15147,-77.31048,,,,,,VR2Tx,69,481257,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
TNN,,1,8,,,,,,2019-05-23 11:00,Eastern,44.10920,-77.49803,,,,,,VR2W,69,126980,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
TNN,,2,9,,,,,,2019-05-23 11:00,Eastern,44.11262,-77.50018,,,,,,VR2Tx,69,481255,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
TNT,,1,5,,,,,,2019-05-23 11:00,Eastern,44.09992,-77.57183,,,,,,VR2W,69,126974,,,,,8 months,,,"Bridgeman, S",,No,ELOMA,No
EAB,W14-EB9,9,5,,,,,,2019-05-24 11:00,Eastern,44.09778,-76.60032,,,,,,VR2Tx,69,482004,,,,,15 months,,,"Bridgeman, S",W14-EB9,No,ELOMA,No
EAB,W15-EB10,10,5,,,,,,2019-05-24 11:00,Eastern,44.14880,-76.60160,,,,,,VR2W,69,126957,,,,,8 months,,,"Bridgeman, S",W15-EB10,No,ELOMA,No
EAB,W17-EB12,12,5,,,,,,2019-05-24 11:00,Eastern,44.09737,-76.49053,,,,,,VR2W,69,126966,,,,,15 months,,,"Bridgeman, S",W17-EB12,No,ELOMA,No
ASG,W19-ASG2,2,5,,,,,,2019-05-24 11:00,Eastern,44.17937,-76.59478,,,,,,VR2W,69,126961,,,,,8 months,,,"Bridgeman, S",W19-ASG2,No,ELOMA,No
ASG,W20-ASG3,3,5,,,,,,2019-05-24 11:00,Eastern,44.17690,-76.54678,,,,,,VR2W,69,126959,,,,,8 months,,,"Bridgeman, S",W20-ASG3,No,ELOMA,No
LIN,,1,4,,,,,,2019-05-24 11:00,Eastern,44.20247,-76.55375,,,,,,VR2W,69,126971,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
LIN,,2,4,,,,,,2019-05-24 11:00,Eastern,44.19458,-76.54165,,,,,,VR2W,69,126990,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
LIN,,3,4,,,,,,2019-05-24 11:00,Eastern,44.18637,-76.53053,,,,,,VR2W,69,126991,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
WOL,,1,4,,,,,,2019-05-24 11:00,Eastern,44.17435,-76.49433,,,,,,VR2W,69,126999,,,,,15 months,,,"Bridgeman, S",,No,ELOMA,No
EAB,W10-EB5,5,5,,,,,,2019-05-27 11:00,Eastern,44.04847,-76.70177,,,,,,VR2W,69,126960,,,,,15 months,,,"Row, A",W10-EB5,No,ELOMA,No
EAB,W11-EB6,6,5,,,,,,2019-05-27 11:00,Eastern,44.09818,-76.70340,,,,,,VR2W,69,126995,,,,,15 months,,,"Row, A",W11-EB6,No,ELOMA,No
EAB,W7-EB2,2,5,,,,,,2019-05-27 11:00,Eastern,44.04937,-76.80135,,,,,,VR2Tx,69,481188,,,,,15 months,,,"Row, A",W7-EB2,No,ELOMA,No
DBG,,1,9,,,,,,2019-05-28 11:00,Eastern,44.17297,-77.08905,,,,,,VR2Tx,69,481254,,,,,15 months,,,"Row, A",,No,ELOMA,No
LRH,,1,9,,,,,,2019-05-28 11:00,Eastern,44.14018,-77.06402,,,,,,VR2Tx,69,481250,,,,,15 months,,,"Row, A",,No,ELOMA,No
NPR,,1,4,,,,,,2019-05-28 11:00,Eastern,44.21738,-76.97323,,,,,,VR2Tx,69,481256,,,,,15 months,,,"Row, A",,No,ELOMA,No
NPR,,2,4,,,,,,2019-05-28 11:00,Eastern,44.19902,-77.00732,,,,,,VR2Tx,69,481187,,,,,15 months,,,"Row, A",,No,ELOMA,No
TGN,,1,9,,,,,,2019-05-28 11:00,Eastern,44.16413,-77.12430,,,,,,VR2W,69,126985,,,,,15 months,,,"Row, A",,No,ELOMA,No
EAB,W12-EB7,7,5,,,,,,2019-05-29 11:00,Eastern,43.99925,-76.59890,,,,,,VR2W,69,126993,,,,,15 months,,,"Row, A",W12-EB7,No,ELOMA,No
EAB,W16-EB11,11,5,,,,,,2019-05-29 11:00,Eastern,44.04687,-76.50090,,,,,,VR2W,69,126958,,,,,8 months,,,"Row, A",W16-EB11,No,ELOMA,No
FPT,W1-FPT,1,5,,,,,,2019-05-29 11:00,Eastern,43.94760,-77.00170,,,,,,VR2Tx,69,481248,,,,,15 months,,,"Row, A",W1-FPT,No,ELOMA,No
LPL,W21-LPL1,1,3,,,,,,2019-05-29 11:00,Eastern,43.91940,-76.88638,,,,,,VR2Tx,69,481185,,,,,15 months,,,"Row, A",W21-LPL1,No,ELOMA,No
LPL,W22-LPL2,2,3,,,,,,2019-05-29 11:00,Eastern,43.91440,-76.87612,,,,,,VR2W,69,126973,,,,,15 months,,,"Row, A",W22-LPL2,No,ELOMA,No
LPL,W23-LPL3,3,3,,,,,,2019-05-29 11:00,Eastern,43.91125,-76.86478,,,,,,VR2W,69,129986,,,,,15 months,,,"Row, A",W23-LPL3,No,ELOMA,No
FDI,W5-FDI,1,5,,,,,,2019-05-29 11:00,Eastern,43.95300,-76.79687,,,,,,VR2W,69,126986,,,,,15 months,,,"Row, A",W5-FDI,No,ELOMA,No
EAB,W8-EB3,3,5,,,,,,2019-05-29 11:00,Eastern,43.95007,-76.69948,,,,,,VR2W,69,126962,,,,,15 months,,,"Row, A",W8-EB3,No,ELOMA,No
EAB,W9-EB4,4,5,,,,,,2019-05-29 11:00,Eastern,44.00003,-76.70060,,,,,,VR2Tx,69,481189,,,,,15 months,,,"Row, A",W9-EB4,No,ELOMA,No
LPT,W2-LPT,1,4,,,,,,2019-05-30 11:00,Eastern,43.95063,-76.89930,,,,,,VR2Tx,69,482003,,,,,15 months,,,"Row, A",W2-LPT,No,ELOMA,No
GRI,W4-GRI2,2,5,,,,,,2019-05-30 11:00,Eastern,44.01248,-76.92643,,,,,,VR2W,69,126977,,,,,15 months,,,"Row, A",W4-GRI2,No,ELOMA,No
EAB,W6-EB1,1,5,,,,,,2019-05-30 11:00,Eastern,43.99907,-76.80248,,,,,,VR2W,69,126996,,,,,8 months,,,"Row, A",W6-EB1,No,ELOMA,No
EAB,W13-EB8,8,5,,,,,,2019-05-31 11:00,Eastern,44.04782,-76.60072,,,,,,VR2Tx,69,481252,,,,,15 months,,,"Row, A",W13-EB8,No,ELOMA,No
GRI,W3-GRI1,1,5,,,,,,2019-05-31 11:00,Eastern,43.99883,-76.90068,,,,,,VR2Tx,69,482005,,,,,15 months,,,"Row, A",W3-GRI1,No,ELOMA,No
PBY,,1,2,,,,,,2019-06-03 11:00,Eastern,44.00692,-77.68596,,,,,,VR2W,69,126964,,,,,8 months,,,"Row, A",,No,ELOMA,No
ASG,W18-ASG1,1,4,,,,,,2019-06-28 11:00,Eastern,44.17992,-76.56762,,,,,,VR2Tx,69,482001,,,,,14 months,,,"Elliott, C",W18-ASG1,No,ELOMA,No
HOW,,1,4,,,,,,2019-06-28 11:00,Eastern,44.24163,-76.33552,,,,,,VR2Tx,69,481251,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HOW,,2,4,,,,,,2019-06-28 11:00,Eastern,44.26413,-76.35027,,,,,,VR2W,69,126987,,,,,8 months,,,"Elliott, C",,No,ELOMA,No
LND,W26-LND1,1,2,,,,,,2019-08-26 11:00,Eastern,44.21253,-76.21327,,,,,,VR2W,69,126975,,,,,15 months,,,"Elliott, C",W26-LND1,No,ELOMA,No
LND,W27-LND2,2,2,,,,,,2019-08-26 11:00,Eastern,44.20428,-76.20950,,,,,,VR2Tx,69,481249,,,,,15 months,,,"Elliott, C",W27-LND2,No,ELOMA,No
CPV,W24-CPV1,1,2,,,,,,2019-08-27 11:00,Eastern,44.12492,-76.35000,,,,,,VR2W,69,126989,,,,,15 months,,,"Elliott, C",W24-CPV1,No,ELOMA,No
CPV,W25-CPV2,2,2,,,,,,2019-08-27 11:00,Eastern,44.13025,-76.35730,,,,,,VR2W,69,126978,,,,,15 months,,,"Elliott, C",W25-CPV2,No,ELOMA,No
EAB,W15-EB10,10,6,,,,,,2019-10-08 11:00,Eastern,44.14880,-76.60160,,,,,,VR2W,69,126956,,,,,15 months,,,"Elliott, C",W15-EB10,No,ELOMA,No
EAB,W16-EB11,11,6,,,,,,2019-10-08 11:00,Eastern,44.04687,-76.50090,,,,,,VR2W,69,128974,,,,,15 months,,,"Elliott, C",W16-EB11,No,ELOMA,No
ASG,W19-ASG2,2,6,,,,,,2019-10-08 11:00,Eastern,44.17937,-76.59478,,,,,,VR2W,69,129985,,,,,15 months,,,"Elliott, C",W19-ASG2,No,ELOMA,No
ASG,W20-ASG3,3,6,,,,,,2019-10-08 11:00,Eastern,44.17690,-76.54678,,,,,,VR2W,69,128975,,,,,15 months,,,"Elliott, C",W20-ASG3,No,ELOMA,No
EAB,W6-EB1,1,6,,,,,,2019-10-08 11:00,Eastern,43.99907,-76.80248,,,,,,VR2W,69,126965,,,,,15 months,,,"Elliott, C",W6-EB1,No,ELOMA,No
HOW,,2,5,,,,,,2019-10-08 11:00,Eastern,44.26413,-76.35027,,,,,,VR2W,69,128983,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
CNW,,2,10,,,,,,2019-10-15 11:00,Eastern,44.06402,-76.94948,,,,,,VR2W,69,126961,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
CNW,,3,10,,,,,,2019-10-15 11:00,Eastern,44.06665,-76.95110,,,,,,VR2W,69,126959,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
CNW,,4,10,,,,,,2019-10-15 11:00,Eastern,44.07018,-76.95340,,,,,,VR2W,69,126957,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,2,10,,,,,,2019-10-15 11:00,Eastern,44.11965,-76.83592,,,,,,VR2W,69,126967,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,3,10,,,,,,2019-10-15 11:00,Eastern,44.12178,-76.82943,,,,,,VR2W,69,126972,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,5,10,,,,,,2019-10-15 11:00,Eastern,44.12717,-76.81675,,,,,,VR2W,69,126992,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MAM,,1,10,,,,,,2019-10-15 11:00,Eastern,44.14568,-76.79850,,,,,,VR2W,69,126958,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MAM,,3,10,,,,,,2019-10-15 11:00,Eastern,44.15492,-76.80288,,,,,,VR2W,69,126994,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MAM,,4,10,,,,,,2019-10-15 11:00,Eastern,44.15867,-76.80427,,,,,,VR2W,69,126987,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TNT,,1,6,,,,,,2019-10-30 11:00,Eastern,44.09992,-77.57183,,,,,,VR2W,69,126996,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TRR,,1,2,,,,,,2019-10-30 11:00,Eastern,44.10812,-77.58181,,,,,,VR2Tx,69,482000,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
PBY,,1,3,,,,,,2019-10-30 11:00,Eastern,44.00692,-77.68596,,,,,,VR2W,69,126976,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HOW,,2,6,,,,,,2020-06-09 11:00,Eastern,44.26413,-76.35027,,,,,,VR2Tx,69,481190,,,,,,,,,,No,ELOMA,No
WOL,,1,5,,,,,,2020-06-09 11:00,Eastern,44.17435,-76.49433,,,,,,VR2W,69,126974,,,,,,,,,,No,ELOMA,No
LIN,,1,5,,,,,,2020-06-09 11:00,Eastern,44.20247,-76.55375,,,,,,VR2W,69,126964,,,,,,,,,,No,ELOMA,No
LIN,,2,5,,,,,,2020-06-09 11:00,Eastern,44.19458,-76.54165,,,,,,VR2W,69,126969,,,,,,,,,,No,ELOMA,No
LIN,,3,5,,,,,,2020-06-09 11:00,Eastern,44.18637,-76.53053,,,,,,VR2W,69,126970,,,,,,,,,,No,ELOMA,No
EAB,W10-EB5,5,6,,,,,,2020-06-15 11:00,Eastern,44.04847,-76.70177,,,,,,VR2W,69,126966,,,,,,,,,,No,ELOMA,No
EAB,W11-EB6,6,6,,,,,,2020-06-15 11:00,Eastern,44.09818,-76.70340,,,,,,VR2W,69,126991,,,,,,,,,,No,ELOMA,No
EAB,W12-EB7,7,6,,,,,,2020-06-15 11:00,Eastern,43.99925,-76.59890,,,,,,VR2W,69,126956,,,,,,,,,,No,ELOMA,No
EAB,W13-EB8,8,6,,,,,,2020-06-15 11:00,Eastern,44.04782,-76.60072,,,,,,VR2W,69,126971,,,,,,,,,,No,ELOMA,No
