GLATOS_ARRAY,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,MOORING_DROP_DEAD_DATE,INTEND_LAT,INTEND_LONG,OTN_MISSION_ID,DEPLOY_DATE_TIME,GLATOS_DEPLOY_DATE_TIME,GLATOS_TIMEZONE,DEPLOY_LAT,DEPLOY_LONG,BOTTOM_DEPTH,RISER_LENGTH,INSTRUMENT_DEPTH,CHECWLK_COMPLETE_TIME,STATUS_IN,INS_MODEL_NO,GLATOS_INS_FREQUENCY,INS_SERIAL_NO,RCV_MODEM_ADDRESS,SYNC_DATE_TIME,MEMORY_ERASED_AT_DEPLOY,RCV_BATTERY_INSTALL_DATE,RCV_EXPECTED_BATTERY_LIFE,RCV_VOLTAGE_AT_DEPLOY,RCV_TILT_AFTER_DEPLOY,DEPLOYED_BY,COMMENTS,GLATOS_SEASONAL,GLATOS_PROJECT,GLATOS_VPS
SLR,,1,1,,,,,,2020-10-26 18:00,Eastern,44.23580,-76.17430,,,,,,VR2AR,69,548285,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,2,1,,,,,,2020-10-02 18:00,Eastern,44.24795,-76.15733,,,,,,VR2AR,69,546880,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,3,1,,,,,,2020-10-02 18:00,Eastern,44.24872,-76.11835,,,,,,VR2AR,69,546066,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,4,1,,,,,,2020-10-02 18:00,Eastern,44.24194,-76.11181,,,,,,VR2AR,69,547527,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,5,1,,,,,,2020-10-02 18:00,Eastern,44.31191,-76.06912,,,,,,VR2AR,69,546873,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,6,1,,,,,,2020-10-02 18:00,Eastern,44.31865,-76.06186,,,,,,VR2AR,69,546882,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,7,1,,,,,,2020-10-27 18:00,Eastern,44.36880,-75.94930,,,,,,VR2AR,69,548271,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,8,1,,,,,,2020-10-28 18:00,Eastern,44.34588,-75.95602,,,,,,VR2AR,69,548265,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,9,1,,,,,,2020-10-02 18:00,Eastern,44.32292,-75.94324,,,,,,VR2AR,69,546876,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,10,1,,,,,,2020-10-27 18:00,Eastern,44.52310,-75.76600,,,,,,VR2AR,69,548251,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,11,1,,,,,,2020-10-29 18:00,Eastern,44.51748,-75.75720,,,,,,VR2AR,69,548275,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,12,1,,,,,,2020-10-27 18:00,Eastern,44.60490,-75.65130,,,,,,VR2AR,69,548276,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,13,1,,,,,,2020-10-29 18:00,Eastern,44.60063,-75.64557,,,,,,VR2AR,69,548262,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,14,1,,,,,,2020-10-27 18:00,Eastern,44.73580,-75.46410,,,,,,VR2AR,69,548241,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,15,1,,,,,,2020-10-27 18:00,Eastern,44.73640,-75.45330,,,,,,VR2AR,69,548254,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,16,1,,,,,,2020-10-27 18:00,Eastern,44.90780,-75.14680,,,,,,VR2AR,69,548255,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,17,1,,,,,,2020-10-27 18:00,Eastern,44.90350,-75.14510,,,,,,VR2AR,69,548253,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
SLR,,18,1,,,,,,2020-10-27 18:00,Eastern,44.89730,-75.14270,,,,,,VR2AR,69,547989,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HLD,,1,1,,,,,,2020-10-26 18:00,Eastern,44.24370,-76.29880,,,,,,VR2AR,69,548280,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HLD,,2,1,,,,,,2020-10-26 18:00,Eastern,44.23620,-76.29450,,,,,,VR2AR,69,548272,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
BTC,,3,1,,,,,,2020-10-26 18:00,Eastern,44.30830,-76.20430,,,,,,VR2AR,69,548273,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,10,1,,,,,,2021-07-21 18:00,Eastern,44.23349,-76.26974,,,,,,VR2AR,69,550334,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,7,1,,,,,,2021-07-21 18:00,Eastern,44.25803,-76.27308,,,,,,VR2AR,69,550347,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,8,1,,,,,,2021-07-21 18:00,Eastern,44.24966,-76.24442,,,,,,VR2AR,69,550344,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,11,1,,,,,,2021-07-21 18:00,Eastern,44.23356,-76.22350,,,,,,VR2AR,69,550346,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,9,1,,,,,,2021-07-21 18:00,Eastern,44.25392,-76.20937,,,,,,VR2AR,69,550343,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,4,1,,,,,,2021-07-21 18:00,Eastern,44.27368,-76.22503,,,,,,VR2AR,69,550336,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,5,1,,,,,,2021-07-21 18:00,Eastern,44.27426,-76.18686,,,,,,VR2AR,69,550341,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EHK,,1,1,,,,,,2021-07-21 18:00,Eastern,44.26053,-76.16472,,,,,,VR2AR,69,550345,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,6,1,,,,,,2021-07-23 18:00,Eastern,44.28513,-76.15443,,,,,,VR2AR,69,550340,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,3,1,,,,,,2021-07-23 18:00,Eastern,44.30721,-76.12515,,,,,,VR2AR,69,550348,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,2,1,,,,,,2021-07-23 18:00,Eastern,44.30207,-76.16269,,,,,,VR2AR,69,550342,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FAS,,1,1,,,,,,2021-07-23 18:00,Eastern,44.29335,-76.19798,,,,,,VR2AR,69,550339,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
BTC,,2,1,,,,,,2021-07-23 18:00,Eastern,44.30278,-76.25416,,,,,,VR2AR,69,550338,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
BTC,,1,1,,,,,,2021-07-23 18:00,Eastern,44.29200,-76.30021,,,,,,VR2AR,69,550337,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
KNP,,1,1,,,,,,2021-07-23 18:00,Eastern,44.24113,-76.40758,,,,,,VR2AR,69,550335,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
KNP,,2,1,,,,,,2021-07-23 18:00,Eastern,44.23432,-76.40245,,,,,,VR2AR,69,550349,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
WHK,,1,1,,,,,,2021-10-29 18:00,Eastern,44.25168,-76.18508,,,,,,VR2AR,69,548276,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
WHK,,2,1,,,,,,2021-10-30 18:00,Eastern,44.24292,-76.18576,,,,,,VR2AR,69,548241,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EHK,,2,1,,,,,,2021-10-31 18:00,Eastern,44.25570,-76.16843,,,,,,VR2AR,69,548255,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HLD,,1,2,,,,,,2021-11-01 18:00,Eastern,44.24370,-76.29880,,,,,,VR2AR,69,548253,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HLD,,2,2,,,,,,2021-11-02 18:00,Eastern,44.23620,-76.29450,,,,,,VR2AR,69,548254,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
BTC,,3,2,,,,,,2021-11-03 18:00,Eastern,44.30830,-76.20430,,,,,,VR2AR,69,548251,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IWC,,807,2,,,,,,2020-11-13 18:00,Eastern,44.82992,-75.30587,,,,,,VR2AR,69,546881,,,,,15 months,,,"Schlueter, S",,No,ELOMA,No
IWC,,808,2,,,,,,2020-11-13 18:00,Eastern,44.82993,-75.30182,,,,,,VR2AR,69,546065,,,,,15 months,,,"Schlueter, S",,No,ELOMA,No
HOW,,2,8,,,,,,2022-06-23 18:00,Eastern,44.26413,-76.35027,10.5,,,,,VR2W,69,126960,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,4,12,,,,,,2022-06-02 18:00,Eastern,44.12717,-76.81675,20.9,,,,,VR2Tx,69,481187,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,3,13,,,,,,2022-06-02 18:00,Eastern,44.12338,-76.82541,16.1,,,,,VR2Tx,69,482000,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,2,13,,,,,,2022-06-02 18:00,Eastern,44.12044,-76.83555,16.6,,,,,VR2Tx,69,483747,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,1,13,,,,,,2022-06-02 18:00,Eastern,44.11715,-76.84579,15.6,,,,,VR2Tx,69,483746,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MAM,,1,13,,,,,,2022-06-02 18:00,Eastern,44.14568,-76.79850,18,,,,,VR2Tx,69,483751,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MAM,,2,12,,,,,,2022-06-02 18:00,Eastern,44.15208,-76.80180,34.4,,,,,VR2Tx,69,481254,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MAM,,3,13,,,,,,2022-06-02 18:00,Eastern,44.15867,-76.80427,40,,,,,VR2Tx,69,481257,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
CNW,,2,13,,,,,,2022-06-02 18:00,Eastern,44.06322,-76.96356,28,,,,,VR2W,69,126980,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
CNW,,1,12,,,,,,2022-06-02 18:00,Eastern,44.05830,-76.95671,40,,,,,VR2W,69,126984,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W15-EB10,10,9,,,,,,2022-06-15 18:00,Eastern,44.14880,-76.60160,22,,,,,VR2Tx,69,482001,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
ASG,W18-ASG1,1,7,,,,,,2022-06-24 18:00,Eastern,44.17992,-76.56762,7,,,,,VR2Tx,69,481186,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
ASG,W19-ASG2,2,9,,,,,,2022-06-24 18:00,Eastern,44.17937,-76.59478,17,,,,,VR2W,69,126998,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
ASG,W20-ASG3,3,9,,,,,,2022-06-24 18:00,Eastern,44.17690,-76.54678,12,,,,,VR2Tx,69,482002,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
WOL,,1,7,,,,,,2022-06-24 18:00,Eastern,44.17435,-76.49433,12,,,,,VR2Tx,69,481250,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LIN,,1,7,,,,,,2022-06-24 18:00,Eastern,44.20247,-76.55375,25.9,,,,,VR2Tx,69,481256,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LIN,,2,7,,,,,,2022-06-24 18:00,Eastern,44.19458,-76.54165,9,,,,,VR2Tx,69,482005,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LIN,,3,7,,,,,,2022-06-24 18:00,Eastern,44.18637,-76.53053,7,,,,,VR2Tx,69,481253,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W12-EB7,7,8,,,,,,2022-06-15 18:00,Eastern,43.99925,-76.59890,14.9,,,,,VR2W,69,126968,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W16-EB11,11,9,,,,,,2022-06-15 18:00,Eastern,44.04687,-76.50090,12.9,,,,,VR2W,69,126970,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W17-EB12,12,8,,,,,,2022-06-15 18:00,Eastern,44.09737,-76.49053,7,,,,,VR2W,69,126997,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FPT,W1-FPT,1,8,,,,,,2022-06-14 18:00,Eastern,43.94760,-77.00170,11.0,,,,,VR2Tx,69,486580,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LPT,W2-LPT,1,7,,,,,,2022-06-14 18:00,Eastern,43.95063,-76.89930,28.5,,,,,VR2W,69,126959,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
GRI,W3-GRI1,1,8,,,,,,2022-06-14 18:00,Eastern,43.99883,-76.90068,31,,,,,VR2W,69,128983,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
GRI,W4-GRI2,2,8,,,,,,2022-06-14 18:00,Eastern,44.01248,-76.92643,10,,,,,VR2W,69,126999,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FDI,W5-FDI,1,8,,,,,,2022-06-14 18:00,Eastern,43.95300,-76.79687,21.0,,,,,VR2Tx,69,481189,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W8-EB3,3,8,,,,,,2022-06-14 18:00,Eastern,43.95007,-76.69948,34.8,,,,,VR2W,69,126956,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
PBY,,1,6,,,,,,2022-06-09 18:00,Eastern,44.00692,-77.68596,4,,,,,VR2Tx,69,486581,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TNT,,1,9,,,,,,2022-06-09 18:00,Eastern,44.09992,-77.57183,2.5,,,,,VR2W,69,126979,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TRR,,1,5,,,,,,2022-06-09 18:00,Eastern,44.10812,-77.58181,2,,,,,VR2W,69,126957,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TNN,,1,11,,,,,,2022-06-09 18:00,Eastern,44.10920,-77.49803,4.4,,,,,VR2Tx,69,482004,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TNN,,2,12,,,,,,2022-06-09 18:00,Eastern,44.11262,-77.50018,5,,,,,VR2W,69,126961,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MPT,,1,13,,,,,,2022-06-09 18:00,Eastern,44.15147,-77.31048,8,,,,,VR2W,69,129985,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MOR,,1,5,,,,,,2022-06-09 18:00,Eastern,44.15860,-77.38483,3.2,,,,,VR2W,69,126996,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TGN,,1,12,,,,,,2022-06-09 18:00,Eastern,44.16413,-77.12430,2.9,,,,,VR2Tx,69,482003,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
DBG,,1,12,,,,,,2022-06-09 18:00,Eastern,44.17297,-77.08905,4.9,,,,,VR2W,69,131934,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LRH,,1,12,,,,,,2022-06-06 18:00,Eastern,44.14018,-77.06402,10,,,,,VR2Tx,69,486582,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HBY,,1,9,,,,,,2022-06-06 18:00,Eastern,44.09485,-77.06233,8.6,,,,,VR2W,69,129986,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HBY,,2,9,,,,,,2022-06-06 18:00,Eastern,44.09965,-77.06342,8,,,,,VR2W,69,481190,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
NPR,,2,7,,,,,,2022-06-06 18:00,Eastern,44.19902,-77.00732,3.2,,,,,VR2Tx,69,481255,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
NPR,,1,7,,,,,,2022-06-06 18:00,Eastern,44.21738,-76.97323,1.2,,,,,VR2Tx,69,486584,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
GNR,,1,12,,,,,,2022-06-06 18:00,Eastern,44.04562,-77.06193,14.5,,,,,VR2Tx,69,486585,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
GNR,,2,12,,,,,,2022-06-06 18:00,Eastern,44.04877,-77.06053,21,,,,,VR2W,69,126973,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W11-EB6,6,8,,,,,,2022-06-15 18:00,Eastern,44.09818,-76.70340,22.0,,,,,VR2Tx,69,483748,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W10-EB5,5,8,,,,,,2022-06-15 18:00,Eastern,44.04847,-76.70177,27,,,,,VR2W,69,126969,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W13-EB8,8,8,,,,,,2022-06-15 18:00,Eastern,44.04782,-76.60072,33.5,,,,,VR2W,69,126974,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W14-EB9,9,8,,,,,,2022-06-15 18:00,Eastern,44.09778,-76.60032,33,,,,,VR2W,69,126964,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W6-EB1,1,9,,,,,,2022-06-14 18:00,Eastern,43.99907,-76.80248,32,,,,,VR2Tx,69,486579,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W7-EB2,2,8,,,,,,2022-06-14 18:00,Eastern,44.04937,-76.80135,30,,,,,VR2W,69,128975,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HOW,,1,7,,,,,,2022-06-23 18:00,Eastern,44.24163,-76.33552,8,,,,,VR2W,69,126958,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
CPV,W24-CPV1,1,5,,,,,,2022-06-08 18:00,Eastern,44.13025,-76.35730,20,,,,,VR2W,69,128773,,,,,15 months,,,"Elliott, C",W24-CPV1,No,ELOMA,No
CPV,W25-CPV2,2,5,,,,,,2022-06-08 18:00,Eastern,44.13025,-76.35730,20,,,,,VR2W,69,126975,,,,,15 months,,,"Elliott, C",W25-CPV2,No,ELOMA,No
LND,W26-LND1,1,5,,,,,,2022-06-08 18:00,Eastern,44.21253,-76.21327,26,,,,,VR2Tx,69,481249,,,,,15 months,,,"Elliott, C",W26-LND1,No,ELOMA,No
LND,W27-LND2,2,5,,,,,,2022-06-08 18:00,Eastern,44.20433,-76.20948,22,,,,,VR2W,69,126978,,,,,15 months,,,"Elliott, C",W27-LND2,No,ELOMA,No
FAS,,10,2,,,,,,2022-09-12 18:00,Eastern,44.23349,-76.26974,12,,,,,VR2AR,69,548272,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,7,2,,,,,,2022-09-12 18:00,Eastern,44.25803,-76.27308,13,,,,,VR2AR,69,548285,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,8,2,,,,,,2022-09-12 18:00,Eastern,44.24966,-76.24442,14,,,,,VR2AR,69,547989,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,11,2,,,,,,2022-09-12 18:00,Eastern,44.23356,-76.22350,7,,,,,VR2AR,69,548279,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,9,2,,,,,,2022-09-12 18:00,Eastern,44.25392,-76.20937,15,,,,,VR2AR,69,548273,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,4,2,,,,,,2022-09-29 18:00,Eastern,44.27368,-76.22503,7,,,,,VR2AR,69,550347,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,5,2,,,,,,2022-09-29 18:00,Eastern,44.27426,-76.18686,18,,,,,VR2AR,69,550346,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
EHK,,1,2,,,,,,2022-09-29 18:00,Eastern,44.26053,-76.16472,5,,,,,VR2AR,69,550335,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,6,2,,,,,,2022-09-29 18:00,Eastern,44.28513,-76.15443,37,,,,,VR2AR,69,550349,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,3,2,,,,,,2022-09-29 18:00,Eastern,44.30721,-76.12515,17,,,,,VR2AR,69,550344,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,2,2,,,,,,2022-09-29 18:00,Eastern,44.30207,-76.16269,10,,,,,VR2AR,69,550334,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
FAS,,1,2,,,,,,2022-09-29 18:00,Eastern,44.29335,-76.19798,4,,,,,VR2AR,69,550343,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
BTC,,2,2,,,,,,2022-10-23 18:00,Eastern,44.30278,-76.25416,18,,,,,VR2AR,69,550348,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
BTC,,1,2,,,,,,2022-10-23 18:00,Eastern,44.29200,-76.30021,14,,,,,VR2AR,69,550342,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
KNP,,1,2,,,,,,2022-09-12 18:00,Eastern,44.24113,-76.40758,15,,,,,VR2AR,69,548280,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
KNP,,2,2,,,,,,2022-09-12 18:00,Eastern,44.23432,-76.40245,16,,,,,VR2AR,69,548271,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
WHK,,1,2,,,,,,2022-10-23 18:00,Eastern,44.25168,-76.18508,9,,,,,VR2AR,69,550340,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
WHK,,2,2,,,,,,2022-10-23 18:00,Eastern,44.24292,-76.18576,8,,,,,VR2AR,69,550345,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
EHK,,2,2,,,,,,2022-10-23 18:00,Eastern,44.25570,-76.16843,12,,,,,VR2AR,69,550339,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
HLD,,1,3,,,,,,2022-10-23 18:00,Eastern,44.24370,-76.29880,25,,,,,VR2AR,69,550336,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
HLD,,2,3,,,,,,2022-10-23 18:00,Eastern,44.23620,-76.29450,9,,,,,VR2AR,69,550341,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
BTC,,3,3,,,,,,2022-10-23 18:00,Eastern,44.30830,-76.20430,13,,,,,VR2AR,69,550337,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,7,4,,,,,,2022-10-24 11:00,Eastern,43.92273,-76.58327,19.8,,,,,VR2W,69,126976,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,13,3,,,,,,2022-10-24 11:00,Eastern,43.90803,-76.58350,29,,,,,VR2W,69,126981,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,3,4,,,,,,2022-10-05 11:00,Eastern,43.93173,-76.66337,35.1,,,,,VR2W,69,481248,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,9,4,,,,,,2022-10-05 11:00,Eastern,43.91678,-76.67042,9.8,,,,,VR2W,69,481188,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,10,4,,,,,,2022-10-05 11:00,Eastern,43.90970,-76.65030,10.7,,,,,VR2W,69,128974,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,11,4,,,,,,2022-10-05 11:00,Eastern,43.90193,-76.62740,18.3,,,,,VR2Tx,69,126965,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,12,4,,,,,,2022-10-24 11:00,Eastern,43.90128,-76.60374,14.6,,,,,VR2W,69,483749,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,6,4,,,,,,2022-10-24 11:00,Eastern,43.91467,-76.59822,6.1,,,,,VR2W,69,126966,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,5,4,,,,,,2022-10-05 11:00,Eastern,43.91668,-76.62755,6.1,,,,,VR2W,69,126988,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,4,4,,,,,,2022-10-05 11:00,Eastern,43.92405,-76.64722,6.1,,,,,VR2W,69,481185,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,2,4,,,,,,2022-10-05 11:00,Eastern,43.93160,-76.59572,19.8,,,,,VR2W,69,126977,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,18,3,,,,,,2022-10-24 11:00,Eastern,43.88923,-76.59792,36.6,,,,,VR2Tx,69,126987,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,17,3,,,,,,2022-10-24 11:00,Eastern,43.88657,-76.61592,33.5,,,,,VR2W,69,126994,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,16,4,,,,,,2022-10-05 11:00,Eastern,43.88663,-76.64188,27.4,,,,,VR2W,69,481251,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,15,4,,,,,,2022-10-05 11:00,Eastern,43.89473,-76.66043,21.3,,,,,VR2W,69,131935,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,14,4,,,,,,2022-10-05 11:00,Eastern,43.90293,-76.68107,16.8,,,,,VR2W,69,486583,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,1,4,,,,,,2022-10-05 11:00,Eastern,43.93872,-76.63553,30.5,,,,,VR2W,69,126962,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MDA,,8,4,,,,,,2022-10-05 11:00,Eastern,43.92169,-76.69262,33.5,,,,,VR2Tx,69,126986,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
ASG,W18-ASG1,1,8,,,,,,2022-11-02 10:00,Eastern,44.17992,-76.56762,7,,,,,VR2Tx,69,481186,,,,,9 months,,,"Wolf, P",,No,ELOMA,No
ASG,W19-ASG2,2,10,,,,,,2022-11-02 10:00,Eastern,44.17937,-76.59478,17,,,,,VR2W,69,126998,,,,,9 months,,,"Wolf, P",,No,ELOMA,No
ASG,W20-ASG3,3,10,,,,,,2022-11-02 10:00,Eastern,44.17690,-76.54678,12,,,,,VR2Tx,69,482002,,,,,9 months,,,"Wolf, P",,No,ELOMA,No
LIN,,1,8,,,,,,2022-11-02 10:00,Eastern,44.20247,-76.55375,25.9,,,,,VR2Tx,69,481256,,,,,9 months,,,"Wolf, P",,No,ELOMA,No
LIN,,2,8,,,,,,2022-11-02 10:00,Eastern,44.19458,-76.54165,9,,,,,VR2Tx,69,482005,,,,,9 months,,,"Wolf, P",,No,ELOMA,No
LIN,,3,8,,,,,,2022-11-02 10:00,Eastern,44.18637,-76.53053,7,,,,,VR2Tx,69,481253,,,,,9 months,,,"Wolf, P",,No,ELOMA,No
HOW,,2,9,,,,,,2023-06-09 18:00,Eastern,44.26413,-76.35027,10.5,,,,,VR2W,69,482004,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
IAM,,4,13,,,,,,2023-06-05 18:00,Eastern,44.12717,-76.81675,20.9,,,,,VR2Tx,69,129985,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
IAM,,3,14,,,,,,2023-06-05 18:00,Eastern,44.12338,-76.82541,16.1,,,,,VR2Tx,69,486582,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
IAM,,2,14,,,,,,2023-06-05 18:00,Eastern,44.12044,-76.83555,16.6,,,,,VR2Tx,69,126979,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
IAM,,1,14,,,,,,2023-06-05 18:00,Eastern,44.11715,-76.84579,15.6,,,,,VR2Tx,69,486585,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MAM,,1,14,,,,,,2023-06-05 18:00,Eastern,44.14568,-76.79850,18.0,,,,,VR2Tx,69,129986,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
MAM,,2,13,,,,,,2023-06-05 18:00,Eastern,44.15208,-76.80180,34.4,,,,,VR2Tx,69,481190,,,,,15 months,,,"Wolf, P",,No,ELOMA,No
